Card   1: 69 12 75 19 83 56 73 53 52 91 | 83 63 56 30 77 94 12 81 42 69 52 70  6 97 20 43 61 22 75 19 73 32 74 53 91
Card   2: 23 55 24 84 90 10 87 73 74 45 | 20 66 51 78  9 76 86 96 72 70 84 35 74 90 56 55 23 38 58 45 87  2 80  8 10
Card   3: 70 32 38 23 86 54 26 16  9  1 | 67 50 39 70 59 77 63 30  3 45 23 16 72  1 86  7  9 32 26 68 38 54 65 34 64
Card   4: 33 50 19 63 92  1 58 34 84  8 | 35 61 49 86 40 20 22 71 84 51 64 62 33 85 45  3 54 83  1 29 82 19 92  8 11
Card   5: 74  9 54 83 22 15 81 64 47 70 | 21 74 59 85 17 36  5 79 87  7 13 23 47 45 96 29 68 65  3 22  4 34 46 90 40
Card   6: 29 55 56 13 58 71 36 30 15 11 | 99 17 90 29 22 68 61 55 11 13 37 94 30 60 56 92 44 71 42 31  8 26 14 51 35
Card   7: 92 70 97 62 33 45 85 59 82 73 | 92 35 11 49 88 14 85 42 40 41 69 51 82 73  5 87 60 62 33 97 70 16 59 13 45
Card   8:  5 22 64 46 32 90 57 83 37 38 | 87 47 91 35 39 64 73 83 71 22 10 45  1 76 37 13 20 66 67 21 86 92 38 12 52
Card   9:  7 49 62 79 37 91  3 58 74 19 | 17  7 58  2 53 95 52 62 83 41 42 36  4 94 64 97 20 32  3 73 81 22 57 37  9
Card  10: 84 33 81 45 99 96 76 97 40  2 | 81 26 11 34 83 25 45 76  2 85 33 64 57 99 93 75 96  8 84 44 79 87 97 40 70
Card  11: 37 41 20 56 16 42 43 11 55  4 |  4 16 71 31 45 53 73 55  6 83 69  2 94 18 58 88 20 41 46 56 11 19 37 43 22
Card  12:  9 81 46 38 55 60 39 43 42 93 | 94 39 38 21 60 97 24 33 34 59 82 55 43 12 88 81 46  9 83 93 22 30 41 98 42
Card  13: 15 89 14 33 57 55 75 53 80 34 | 59 53 36 57 11 80 75  2 73 15 56 89 33 97 48 77 74 41 14 28 31 35 95 55 34
Card  14: 85 50 16 90 98 55 13 71 20  9 | 16 44  4 98 45 50 77 64 55  5 78 90 54 95 48 12  8 28 94 83  9 27 88 85 13
Card  15: 41 85 80 55 27 32 26 68 57 77 | 78 39  9 22 31 86 48 18 16 98 15 51 44 21 28 54 87 82 13 36 47 12 55 75 30
Card  16: 30 86 48 11 24 68 95 82 44 45 | 68 91 65 86 42 44 82 56 58 18 77 20 95 54 21 90 22 14 24 33  6 63 40 36 28
Card  17: 81 84 89 44 27 49 36  8 70 22 | 75 47  8  2 36 10 34 44 71 48 31 82 70 42 92 93 81 72 94 22 51 91 73 67 78
Card  18: 95 62 99 37 38 52 88 92 79 54 | 65 87 72 84 10  1 24 94 59 16 15 64 49 92 78 17 28 69 55 67  6 91 96 58 60
Card  19: 89 92 19 42 96 33 44  1 76 36 | 77 11 55 81 43 20 90 14 54 52 34 10  4 74 12 99 83 17 51  5 21 56 91 37 61
Card  20:  7  4 51  9 16 56  3 81 85 21 | 31 78 15 17 35 55 83 33 48 12 60 77 92 65 30 72 43 39 64 62 63  1 14 58  5
Card  21: 95 47  9 72 82 48 84 37 23 65 | 89 61 26  7 99 77 11 50 71 12 55 54 31 49 81 32 33 74 52 97 79  3 91 76 37
Card  22: 58 37 93 89 50 61 52 95 36  3 | 66 71 42 29 82 73  9 72 54 19 46 24 23 59 64  5 41 48 55 53 25 62 74 34 78
Card  23: 92 82  9 63 64 65 48 93 19  7 | 35 24 41 95 87 67 10 91 57 40 80 17 47 98 77 79 25  1 32 53 11  3 14 42 73
Card  24: 62 60 83 65  7 43 18 53 91  4 | 20 34 93 41 36 25 44 97 30  5 32 42 75 71 84 23 76 89 33 26 65 52 78 81 70
Card  25: 90 68  7 51  3 89 62 67 18 23 | 74  6 13 70 15 80 59 32 35 42 44 50 49 73 63  4 82 27 68 31 92 29 98 11 85
Card  26: 22 28 52 16 49 54 55 51 89 20 | 99 51 82 24 18 65 55 72 85 36 86 95 71 61 77 38 12  4 96 89  7 97 40 66 91
Card  27: 64 40 71 56 94 62 60 72 22 55 |  3 27 22 64 74 31 55 70 78 40 94 13 42 93  9 28 45 98 57 33  1 16 21 92 24
Card  28: 59 21 57 48 64 98 34 84 95 52 | 14 65 50  8 74 29 62 64 59 60 88 23  7 36 12 52 34 58 97 35 70 86 79 73 31
Card  29: 81 89 72 63 67  2 97 19 58 70 | 25 72 10 81 70 58  1 37 62 67 96 21 35 26 20 97 14 39 74 29 12 57 18 91 42
Card  30: 74 61  1 98  5 68 20 47 81 78 | 76 47 32 58 16 19 41 17 18 82 70 68 27  7 55  1 24 11 59 94 30 90 85 26 53
Card  31: 37 24 52 75 26 62 71  8 59 92 | 39 58 75  3  9 86 84 91 88 42 14 83 18 52 50 37 63 24  5 71 23 62 94 61 92
Card  32: 66 87 81 58 95 41 47 76 20 12 | 83 96 14 38 27 35 68 13 91 84 48 99 29 23 52 31  9 17 79 89  3 51 81  6 56
Card  33: 78 15 62 95 50 63 29 61 12 25 | 86  2 50 27 46 48 74 55 36 81 54 42 47 18 98 91  4 76 33 21 49 26 56 35 68
Card  34: 15  2  1 97  6 42 96 67 17 86 | 28 45 73  8 56 52 53 97  5 35 86  3 54  4 32 88 23 60  1 47 95 74 10 49 39
Card  35: 89 99  6 27 26  8 68 57 36 97 | 12 36 35 28 38 86  8 89 46 52  4 39 93 63 20 91 50 11 27 83 74 92 67 79 18
Card  36: 49 27  7 26 25 78 74 32 59 55 | 83 15 44 67 85 28 41 42 58  3 16 51 34 37 66  5  9 82 73 96 27 65 33 29 92
Card  37: 68 79 22 61  9 78 29 17  1 83 | 76 94 25 60 90  1 49 88 11 72 37 45 93 97 53 77 27 63 31 74 46 95 40 26 12
Card  38: 44 96 29 49 85 92 98 40 83 80 | 11 58  2 79 32 48 56  4 24 76 66 94  1 17 47 63 38  9 75 82 99 53 91 33 88
Card  39: 53 13 83 11 12 39 30 77 37 87 | 51 62 47 76 93 34 98 45  6 95 89 41 21 40 88 19 26 43 99 14 67 29 73 59 42
Card  40: 23 63 92 24  4 35 93 36 73 88 | 74 42 70 10  4 50 88 92 73 41 76 45 11 36 23 35 24 78 18 59  8 63 72 83 93
Card  41: 12 94 49 20 27 52 98 66 99 92 | 20 11 63 14 77 39 38 12 49 94 92 36 55 93 74 30 96 95 66 51 99 27 86 52 90
Card  42: 30 27 40 59 75 19 90 81 61 31 | 95 81 45 27 59 19 38 18 30 91 85 89 75 82  4 77 34 61 46 98 40 31 86 90 21
Card  43: 80 31 91 49 76 14 72 62 26 51 | 13  4 52 90 31 11 76 34 58 91 49 80 29 55 14 98 22 51 72 83 26 57 92 62 85
Card  44: 24 43 54 74 83 21 57  8 19 84 | 57 19 88 15 24 31 74 12 43 95 83 21 10 67 54 76  8 59 52  9 71 92 25 84 55
Card  45: 80 50 79 31 57 43 19 36 61 14 | 94 76 21 26 67 80 72 39 14 82 34 85 18 43 10 65 20 64 23 47 89 69 55 17 98
Card  46: 52 26 71 96 24 93 64 38 80 29 | 52 36 72 62 64 81 86 16 63 29 15  8 23 46 38 31 33 73 88 93 24 74 21 96 26
Card  47: 31 96 28 34 83 59 91 19 40 62 | 21 28 97  6 96 54 66 33 19 93 74 91 25 80 67 31 34 17 27 37 60 62 92  4 98
Card  48: 51 27 11 76 40 10 80 12  9 37 | 78  4 35 30 14 29 96 51 20 56 18 22 93 76 94 46 74 26 75 28  3 59 39  9 31
Card  49: 41 77 24 13  3  6 14  1 51  9 | 14 93 10 17 61 40 73  6 41 95 13 62 71 98 56 29 75 24 51 26 88  7 85 84 94
Card  50: 59 38 20 44 13 84 74 98 31 15 | 40 10  8 25 20  3 38 80 32 77 26 29 61 31  1 35 98  9 63 62 84  4 88 39 73
Card  51: 24 63 74 81 52  1 65 22 13 85 | 95 58 64 76 73 90 72 28 91 26 39 27 83 37 77 70 79 55 78 43 42 69 11 88 86
Card  52: 42 46 68 26 43  2 38 23 81 67 | 71 88  3 29 63 14 81 64  9 12 13 76 32 62 53 90 99 37 80 61 87 50 75 79 17
Card  53:  1 26  8 25 54 65 53 56 99 73 | 42 46 51 32  9 55 63 91 66 69 33 34 79 11 67 27 92 21 83 77 35 38 98 74 59
Card  54: 75 47 66 55 72 60 38 53 62 21 | 71 40 89 51 75 31 93 45 53 13 92 11 98 68 44 87 74 61  8 39 30 63  1  7 76
Card  55: 54 71  4 44 61 59 64 50 73 47 | 20  7 31 66 69 37 30 42 86 43 83 34 70 78 56 15  3 50 41 67 88 17 46 81 96
Card  56: 90 32 94 66 80 55 96 47 11 51 | 46 69 89 30 50 65 16 83 17 44 88 70 12 91 74 67 86 63 15 29 26 60 57 14 23
Card  57: 87 98 51 22  7 28 33 12 17 70 |  4 47 38 40 95 74 97 58 53 43 21 54 35 27 46 85 16 10 14 94  3 36 66 86  5
Card  58: 88 63 18 90 57 37 62 58 72 28 | 74  5  7 24 73 85  3 77 22 19 32 44 25 69 93 86 98 46 56 26 34 50 79 23 55
Card  59: 40 77 65 18 14 43 94 95 45 10 | 39 28 14  2 95 70 44 45 34 83 18 65 94 74 40 33 73 78 87 72 64 77 10 43 50
Card  60: 34 55 62 11 10 76 53 25  7 35 | 88 79 26 19 38 90 78 53 46 52 17 15 83 56 69 75 99 62 10 35  6 36  7 45 28
Card  61: 36 39 79  7 83 22 10 74 86 85 | 74 72 51 10 55 84 22 36 54 71 39 34 83 57 75 60 86 94 53 85 37 97  9 65 42
